Reporting Entity,Facility Name,Type,State,Electricity Production GJ,Electricity Production Mwh,Scope 1 t CO2 e,Scope 2 t CO2 e,Total Emissions t CO2 e,Emission Intensity t Mwh,Grid Connected,Grid,Primary Fuel,Important Notes,2014
SPIC PACIFIC ENERGY PTY LTD,Codrington Wind Farm,F,VIC,155611,43225,44,57.0,101,0.0,On,NEM,Wind,-,2022
SPIC PACIFIC ENERGY PTY LTD,Crowlands Wind Farm,F,VIC,875678,243244,65,600.0,665,0.0,On,NEM,Wind,-,2022
SPIC PACIFIC ENERGY PTY LTD,Eildon Pondage Hydro,F,VIC,45570,12658,5,2.0,7,0.0,On,NEM,Hydro,-,2022
SPIC PACIFIC ENERGY PTY LTD,Glenmaggie Hydro,F,VIC,48540,13483,8,2.0,10,0.0,On,NEM,Hydro,-,2022
SPIC PACIFIC ENERGY PTY LTD,Haughton Solar Farm,F,QLD,845395,234832,110,1661.0,1771,0.0,On,NEM,Solar,-,2022
SPIC PACIFIC ENERGY PTY LTD,Ord Hydro,F,WA,256736,71316,39,26.0,65,0.0,Off,Off-grid,Hydro,-,2022
SPIC PACIFIC ENERGY PTY LTD,Portland Wind Farms,F,VIC,1773496,492638,164,221.0,385,0.0,On,NEM,Wind,-,2022
SPIC PACIFIC ENERGY PTY LTD,Taralga Wind Farm,F,NSW,875284,243134,96,697.0,793,0.0,On,NEM,Wind,-,2022
SPIC PACIFIC ENERGY PTY LTD,The Drop Hydro,F,NSW,16537,4594,4,9.0,13,0.0,On,NEM,Hydro,-,2022
SPIC PACIFIC ENERGY PTY LTD,William Hovell Hydro,F,VIC,25894,7193,7,6.0,13,0.0,On,NEM,Hydro,-,2022
SPIC PACIFIC ENERGY PTY LTD,Yaloak South Wind Farm,F,VIC,264573,73492,40,70.0,110,0.0,On,NEM,Wind,-,2022
SPIC PACIFIC ENERGY PTY LTD,Yambuk Wind Farm,F,VIC,340027,94452,48,158.0,206,0.0,On,NEM,Wind,-,2022
SPIC PACIFIC ENERGY PTY LTD,Corporate Total,C,-,6632239,1842288,785,3778.0,4563,,-,-,-,-,2022
SRV AGWF PTY LTD,Albany Windfarm,F,WA,308819,85783,22,47.0,69,0.0,On,SWIS,Wind,-,2022
SRV AGWF PTY LTD,Corporate Total,C,-,308819,85783,22,47.0,69,,-,-,-,-,2022
STANWELL CORPORATION LIMITED,Mackay Gas Turbine,F,QLD,0,0,0,0.0,0,0.0,On,NEM,Diesel,-,2022
STANWELL CORPORATION LIMITED,Stanwell Power Station,F,QLD,33733987,9370552,8031094,7975.0,8039069,0.86,On,NEM,Black Coal,-,2022
STANWELL CORPORATION LIMITED,Tarong Power Stations,F,QLD,41776251,11604514,10255194,43054.0,10298248,0.88,On,NEM,Black Coal,-,2022
STANWELL CORPORATION LIMITED,Corporate Total,C,-,75510238,20975066,18286288,51029.0,18337317,,-,-,-,-,2022
STOCKYARD HILL WIND FARM (HOLDING) PTY LTD,Stockyard Wind Farm,F,VIC,5464484,1517912,160,4896.0,5056,0.0,On,NEM,Wind,-,2022
STOCKYARD HILL WIND FARM (HOLDING) PTY LTD,Corporate Total,C,-,5464484,1517912,160,4896.0,5056,,-,-,-,-,2022
SUN AUSTRALIA HOLDINGS PTY LTD,Merredin Solar Farm,F,WA,850438,236233,30,324.0,354,0.0,On,SWIS,Solar,-,2022
SUN AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,850438,236233,30,324.0,354,,-,-,-,-,2022
SUNRAYSIA SOLAR FARM HOLDINGS PTY LTD,Sunraysia Solar Farm,F,NSW,1338531,371814,30,4301.0,4331,0.0,On,NEM,Solar,-,2022
SUNRAYSIA SOLAR FARM HOLDINGS PTY LTD,Corporate Total,C,-,1338531,371814,30,4301.0,4331,,-,-,-,-,2022
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Moranbah Power Station,F,QLD,95222,26451,14816,0.0,14816,0.56,On,NEM,Coal Seam Methane,-,2022
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Corporate Total,C,-,95222,26451,14816,0.0,14816,,-,-,-,-,2022
THE TRUSTEE FOR GRSF TRUST,Greenough River Solar Farm,F,WA,343078,95299,7,150.0,157,0.0,On,SWIS,Solar,-,2022
THE TRUSTEE FOR GRSF TRUST,Corporate Total,C,-,343078,95299,7,150.0,157,,-,-,-,-,2022
THE TRUSTEE FOR GUNNEDAH ASSET TRUST,Gunnedah Solar Farm,F,NSW,648000,180000,0,0.0,0,0.0,On,NEM,Solar,-,2022
THE TRUSTEE FOR GUNNEDAH ASSET TRUST,Corporate Total,C,-,648000,180000,0,0.0,0,,-,-,-,-,2022
THE TRUSTEE FOR SUNTOP ASSET TRUST,Suntop Solar Farm,F,NSW,1076400,299000,0,0.0,0,0.0,On,NEM,Solar,-,2022
THE TRUSTEE FOR SUNTOP ASSET TRUST,Corporate Total,C,-,1076400,299000,0,0.0,0,,-,-,-,-,2022
TINSEL BIDCO PTY LTD,Snowtown South Wind Farm Pty Ltd,F,SA,1572685,436857,29,70.0,99,0.0,On,NEM,Wind,-,2022
TINSEL BIDCO PTY LTD,Snowtown Wind Farm Stage 2 Pty Ltd,F,SA,1566109,435030,33,98.0,131,0.0,On,NEM,Wind,-,2022
TINSEL BIDCO PTY LTD,Corporate Total,C,-,3138794,871888,62,168.0,230,,-,-,-,-,2022
TOTALENERGIES RENEWABLES AUSTRALIA PTY LTD,Kiamal Solar Farm,F,VIC,941355,261488,145,4083.0,4228,0.0,On,NEM,Solar,-,2022
TOTALENERGIES RENEWABLES AUSTRALIA PTY LTD,Corporate Total,C,-,941355,261488,145,4083.0,4228,,-,-,-,-,2022
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kalgoorlie Power Station,F,WA,883063,245295,137865,0.0,137865,0.56,On,SWIS,Gas,-,2022
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kambalda Power Station,F,WA,946726,262980,146527,0.0,146527,0.56,On,SWIS,Gas,-,2022
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Leinster Power Station,F,WA,886537,246261,135634,0.0,135634,0.55,Off,Off-grid,Gas,-,2022
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Mt Keith Power Station,F,WA,1040549,289042,165136,0.0,165136,0.57,Off,Off-grid,Gas,-,2022
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,South Hedland Power Station,F,WA,1996427,554563,270158,0.0,270158,0.49,On,NWIS,Gas,-,2022
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Corporate Total,C,-,5753302,1598140,855320,0.0,855320,,-,-,-,-,2022
VENA ENERGY SERVICES (AUSTRALIA) PTY LTD,Tailem Bend Solar farm,F,SA,585408,162613,75,366.0,441,0.0,On,NEM,Solar,-,2022
VENA ENERGY SERVICES (AUSTRALIA) PTY LTD,Corporate Total,C,-,585408,162613,75,366.0,441,,-,-,-,-,2022
W.H. HECK & SONS PROPRIETARY LIMITED,Rocky Point Sugar Mill Cogeneration,F,QLD,116882,32467,1439,1099.0,2538,0.04,On,NEM,Bagasse,-,2022
W.H. HECK & SONS PROPRIETARY LIMITED,Corporate Total,C,-,116882,32467,1439,1099.0,2538,,-,-,-,-,2022
WATER CORPORATION,Cocos Keeling Islands - Home Island Generation,F,WA,8199,2278,1596,0.0,1596,0.7,Off,Off-grid,Diesel,-,2022
WATER CORPORATION,Cocos Keeling Islands - West Island Generation,F,WA,9476,2632,2433,0.0,2433,0.92,Off,Off-grid,Diesel,-,2022
WATER CORPORATION,Corporate Total,C,-,17675,4910,4029,0.0,4029,,-,-,-,-,2022
WEST WYALONG HOLDCO 2 PTY LTD,West Wyalong SF,F,NSW,220541,61261,234,388.0,622,0.0,On,NEM,Solar,-,2022
WEST WYALONG HOLDCO 2 PTY LTD,Corporate Total,C,-,220541,61261,234,388.0,622,,-,-,-,-,2022
WILD CATTLE HILL PTY LTD,Wild Cattle Hill Wind Farm,F,TAS,1541736,428260,110,158.0,268,0.0,On,NEM,Wind,-,2022
WILD CATTLE HILL PTY LTD,Corporate Total,C,-,1541736,428260,110,158.0,268,,-,-,-,-,2022
WINTON HOLDINGS CO PTY. LTD.,Winton Solar Farm,F,VIC,542379,150661,33,0.0,33,0.0,On,NEM,Solar,-,2022
WINTON HOLDINGS CO PTY. LTD.,Corporate Total,C,-,542379,150661,33,0.0,33,,-,-,-,-,2022
WIRTGEN ENERGY GLENROWAN PTY. LTD,Glenrowan West Solar Farm,F,VIC,775051,215292,60,573.0,633,0.0,On,NEM,Solar,-,2022
WIRTGEN ENERGY GLENROWAN PTY. LTD,Corporate Total,C,-,775051,215292,60,573.0,633,,-,-,-,-,2022
WOOLOOGA HOLDCO 2 PTY LTD,Woolooga SF,F,QLD,764380,212328,240,2151.0,2391,0.0,On,NEM,Solar,-,2022
WOOLOOGA HOLDCO 2 PTY LTD,Corporate Total,C,-,764380,212328,240,2151.0,2391,,-,-,-,-,2022
YARA AUSTRALIA PTY LTD,YPF UTILITIES PRODUCTION AND SUPPLY,F,WA,79640,22122,15999,0.0,15999,0.72,Off,Off-grid,Gas,-,2022
YARA AUSTRALIA PTY LTD,Corporate Total,C,-,79640,22122,15999,0.0,15999,,-,-,-,-,2022
YATPOOL SOLAR FARM HOLDCO PTY LTD,YATPOOL SOLAR FARM,F,VIC,550977,153049,0,387.0,387,0.0,On,NEM,Solar,-,2022
YATPOOL SOLAR FARM HOLDCO PTY LTD,Corporate Total,C,-,550977,153049,0,387.0,387,,-,-,-,-,2022
Reporting entity,Facility name,Type,State,Electricity production GJ,Electricity production MWh,Total scope 1 emissions t CO2 e,Total scope 2 emissions t CO2 e,Total emissions t CO2 e,Emission intensity t CO2 e MWh,Grid connected,Grid,Primary fuel,Important notes,2023
ACCIONA ENERGY OCEANIA PTY LTD,Cathedral Rocks Wind Farm,F,SA,481948,133874,57,127.0,184,0.0,On,NEM,Wind,-,2023
ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,F,NSW,491409,136502,50,218.0,268,0.0,On,NEM,Wind,-,2023
ACCIONA ENERGY OCEANIA PTY LTD,Mortlake South Wind Farm,F,VIC,1019352,283153,202,1128.0,1330,0.0,On,NEM,Wind,-,2023
ACCIONA ENERGY OCEANIA PTY LTD,Mt Gellibrand Wind Farm,F,VIC,1025451,284847,99,1273.0,1372,0.0,On,NEM,Wind,-,2023
ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,F,VIC,1954964,543046,186,1114.0,1300,0.0,On,NEM,Wind,-,2023
ACCIONA ENERGY OCEANIA PTY LTD,Corporate Total,C,-,4973124,1381423,594,3860.0,4454,,-,-,-,-,2023
ACEN AUSTRALIA PTY LTD,New England Solar Farm,F,NSW,2960424,822340,53,4108.0,4161,0.0,On,NEM,Solar,-,2023
ACEN AUSTRALIA PTY LTD,Corporate Total,C,-,2960424,822340,53,4108.0,4161,,-,-,-,-,2023
ADANI RENEWABLE ASSET HOLDINGS PTY LTD,Adani Rugby Run Solar Farm,F,QLD,570193,158387,0,515.0,515,0.0,On,NEM,Solar,-,2023
ADANI RENEWABLE ASSET HOLDINGS PTY LTD,Corporate Total,C,-,570193,158387,0,515.0,515,,-,-,-,-,2023
AGL ENERGY LIMITED,Banimboola Hydro,F,VIC,91763,25490,0,13.0,13,0.0,On,NEM,Hydro,-,2023
AGL ENERGY LIMITED,Barker Inlet Power Station,F,SA,1025167,284769,163814,1911.0,165725,0.58,On,NEM,Gas,-,2023
AGL ENERGY LIMITED,Bayswater Power Station,F,NSW,55966665,15546296,13678909,33810.0,13712719,0.88,On,NEM,Black Coal,-,2023
AGL ENERGY LIMITED,Bogong Power Station,F,VIC,193748,53819,0,698.0,698,0.0,On,NEM,Hydro,-,2023
AGL ENERGY LIMITED,Broken Hill Solar Plant,F,NSW,386683,107412,83,283.0,366,0.0,On,NEM,Solar,-,2023
AGL ENERGY LIMITED,Burrendong Hydro,F,NSW,161114,44754,0,48.0,48,0.0,On,NEM,Hydro,-,2023
AGL ENERGY LIMITED,Clover Hydro,F,VIC,155941,43317,0,197.0,197,0.0,On,NEM,Hydro,-,2023
AGL ENERGY LIMITED,Coopers Gap Wind Farm,F,QLD,4628812,1285781,152,1045.0,1197,0.0,On,NEM,Wind,-,2023
AGL ENERGY LIMITED,Copeton Hydro,F,NSW,181919,50533,0,39.0,39,0.0,On,NEM,Hydro,-,2023
AGL ENERGY LIMITED,Dartmouth Hydro,F,VIC,991662,275462,0,120.0,120,0.0,On,NEM,Hydro,-,2023
AGL ENERGY LIMITED,Eildon Hydro,F,VIC,823286,228691,0,28.0,28,0.0,On,NEM,Hydro,-,2023
AGL ENERGY LIMITED,Glenbawn Hydro,F,NSW,0,0,0,8.0,8,0.0,On,NEM,Hydro,-,2023
AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,F,SA,739126,205313,56,168.0,224,0.0,On,NEM,Wind,-,2023
AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,F,SA,634702,176306,96,133.0,229,0.0,On,NEM,Wind,-,2023
AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,F,SA,1234242,342845,163,259.0,422,0.0,On,NEM,Wind,-,2023
AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,F,SA,353783,98273,42,139.0,181,0.0,On,NEM,Wind,-,2023
AGL ENERGY LIMITED,Kwinana Swift Power Station,F,WA,400412,111225,64886,72.0,64958,0.58,On,SWIS,Gas,-,2023
AGL ENERGY LIMITED,Loy Yang Power Station and Mine,F,VIC,56482712,15689642,18531075,192632.0,18723707,1.18,On,NEM,Brown Coal,-,2023
AGL ENERGY LIMITED,Macarthur Wind Farm,F,VIC,2356504,654584,4369,2771.0,7140,0.01,On,NEM,Wind,-,2023
AGL ENERGY LIMITED,McKay Creek Hydro,F,VIC,294998,81944,0,1291.0,1291,0.0,On,NEM,Hydro,-,2023
AGL ENERGY LIMITED,Nyngan Solar Plant,F,NSW,820440,227900,156,580.0,736,0.0,On,NEM,Solar,-,2023
AGL ENERGY LIMITED,Oaklands Hill Wind Farm,F,VIC,446157,123933,73,438.0,511,0.0,On,NEM,Wind,-,2023
AGL ENERGY LIMITED,Pindari Hydro,F,NSW,27991,7775,0,0.0,0,0.0,On,NEM,Hydro,-,2023
AGL ENERGY LIMITED,Rubicon Hydro Scheme,F,VIC,9557,2655,0,173.0,173,0.0,On,NEM,Hydro,-,2023
AGL ENERGY LIMITED,Silverton Wind Farm,F,NSW,2151516,597643,80,472.0,552,0.0,On,NEM,Wind,-,2023
AGL ENERGY LIMITED,Somerton Power Station,F,VIC,124067,34463,26395,1244.0,27639,0.77,On,NEM,Gas,-,2023
AGL ENERGY LIMITED,Torrens Island Power Station,F,SA,2254290,626192,370328,5859.0,376187,0.59,On,NEM,Gas,-,2023
AGL ENERGY LIMITED,Wattle Point Wind Farm,F,SA,816386,226774,61,97.0,158,0.0,On,NEM,Wind,-,2023
AGL ENERGY LIMITED,West Kiewa Hydro,F,VIC,624142,173373,0,427.0,427,0.0,On,NEM,Hydro,-,2023
AGL ENERGY LIMITED,Yarrawonga Hydro,F,VIC,162386,45107,0,12.0,12,0.0,On,NEM,Hydro,-,2023
AGL ENERGY LIMITED,Corporate Total,C,-,134540171,37372269,32840738,244967.0,33085705,,-,-,-,-,2023
ALCOA AUSTRALIAN HOLDINGS PTY LTD,Alinta Pinjarra Generation Facility,F,WA,5470233,1519509,1191948,229.0,1192177,0.78,On,SWIS,Gas,-,2023
ALCOA AUSTRALIAN HOLDINGS PTY LTD,Corporate Total,C,-,5470233,1519509,1191948,229.0,1192177,,-,-,-,-,2023
PIONEER SAIL HOLDINGS PTY LIMITED,Bairnsdale Power Station,F,VIC,226096,62804,33601,529.0,34130,0.54,On,NEM,Gas,-,2023
PIONEER SAIL HOLDINGS PTY LIMITED,Braemar Power Station,F,QLD,1059603,294334,171732,1803.0,173535,0.58,On,NEM,Coal Seam Methane,-,2023
PIONEER SAIL HOLDINGS PTY LIMITED,Loy Yang B Power Station,F,VIC,30517219,8477005,9642473,1482.0,9643955,1.14,On,NEM,Brown Coal,-,2023
PIONEER SAIL HOLDINGS PTY LIMITED,Wagerup Power Station,F,WA,2924375,812326,483711,2495.0,486206,0.6,On,SWIS,Gas,-,2023
PIONEER SAIL HOLDINGS PTY LIMITED,Yandin Wind Farm,F,WA,3002694,834082,153,463.0,616,0.0,On,SWIS,Wind,-,2023
PIONEER SAIL HOLDINGS PTY LIMITED,Corporate Total,C,-,37729987,10480552,10331670,6772.0,10338442,,-,-,-,-,2023
AMP AUSTRALIA HOLDINGS PTY LTD,Hillston Sun Farm,F,NSW,694749,192986,75,902.0,977,0.0,On,NEM,Solar,-,2023
AMP AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,694749,192986,75,902.0,977,,-,-,-,-,2023
AMP ENERGY AUSTRALIA 1-1 PTY LTD,Molong Solar Farm,F,NSW,115069,31963,37,458.0,495,0.0,On,NEM,Solar,-,2023
AMP ENERGY AUSTRALIA 1-1 PTY LTD,Corporate Total,C,-,115069,31963,37,458.0,495,,-,-,-,-,2023
APA INFRASTRUCTURE LIMITED,Badgingarra Solar Farm,F,WA,146651,40736,2,42.0,44,0.0,On,SWIS,Solar,-,2023
APA INFRASTRUCTURE LIMITED,Badgingarra Wind Farm,F,WA,1761022,489173,25,239.0,264,0.0,On,SWIS,Wind,-,2023
APA INFRASTRUCTURE LIMITED,Darling Downs Solar Farm,F,QLD,757573,210437,12,608.0,620,0.0,On,NEM,Solar,-,2023
APA INFRASTRUCTURE LIMITED,Diamantina Power Station,F,QLD,5425334,1507037,644543,149.0,644692,0.43,On,Mt Isa,Gas,-,2023
APA INFRASTRUCTURE LIMITED,Dugald River Solar Farm,F,QLD,510571,141825,0,0.0,0,0.0,On,Mt Isa,Solar,-,2023
APA INFRASTRUCTURE LIMITED,Emu Downs Solar Farm,F,WA,170586,47385,6,52.0,58,0.0,On,SWIS,Solar,-,2023
APA INFRASTRUCTURE LIMITED,Emu Downs Wind Farm,F,WA,898729,249647,47,214.0,261,0.0,On,SWIS,Wind,-,2023
APA INFRASTRUCTURE LIMITED,Newman Power Station,F,WA,3098532,860703,376230,0.0,376230,0.44,Off,Off-grid,Gas,-,2023
APA INFRASTRUCTURE LIMITED,Port Hedland Power Station,F,WA,1618605,449612,340466,0.0,340466,0.76,On,NWIS,Gas,-,2023
APA INFRASTRUCTURE LIMITED,Corporate Total,C,-,14387603,3996556,1361331,1304.0,1362635,,-,-,-,-,2023
ARROW ENERGY HOLDINGS PTY LTD,Braemar 2 Power Station,F,QLD,1296561,360156,209697,4459.0,214156,0.58,On,NEM,Coal Seam Methane,-,2023
ARROW ENERGY HOLDINGS PTY LTD,Corporate Total,C,-,1296561,360156,209697,4459.0,214156,,-,-,-,-,2023
ATCO AUSTRALIA PTY LTD,Karratha Power Station,F,WA,273101,75862,53106,170.0,53276,0.7,On,NWIS,Gas,-,2023
ATCO AUSTRALIA PTY LTD,Osborne facility,F,SA,1354334,376204,156932,2527.0,159459,0.42,On,NEM,Gas,-,2023
ATCO AUSTRALIA PTY LTD,Corporate Total,C,-,1627435,452065,210038,2697.0,212735,,-,-,-,-,2023
ATMOS QUEENSLAND SOLAR PTY LTD,Childers Solar Farm,F,QLD,350087,97246,14,262.0,276,0.0,On,NEM,Solar,-,2023
ATMOS QUEENSLAND SOLAR PTY LTD,Susan River Solar Farm,F,QLD,481257,133683,20,341.0,361,0.0,On,NEM,Solar,-,2023
ATMOS QUEENSLAND SOLAR PTY LTD,The Daydream Solar Farm Trust,F,QLD,1194582,331828,184,414.0,598,0.0,On,NEM,Solar,-,2023
ATMOS QUEENSLAND SOLAR PTY LTD,The Hayman Solar Farm Trust,F,QLD,349170,96991,19,149.0,168,0.0,On,NEM,Solar,-,2023
ATMOS QUEENSLAND SOLAR PTY LTD,Corporate Total,C,-,2375096,659749,237,1166.0,1403,,-,-,-,-,2023
ATMOS TOPCO PTY LTD,KARADOC SOLAR FARM,F,VIC,460016,127782,67,299.0,366,0.0,On,NEM,Solar,-,2023
ATMOS TOPCO PTY LTD,Kiata Wind Farm,F,VIC,363781,101050,21,393.0,414,0.0,On,NEM,Wind,-,2023
ATMOS TOPCO PTY LTD,Nevertire Solar Farm,F,NSW,878709,244086,15,550.0,565,0.0,On,NEM,Solar,-,2023
ATMOS TOPCO PTY LTD,Corporate Total,C,-,1702506,472918,103,1242.0,1345,,-,-,-,-,2023
AWF AUS HOLD OP CO PTY LTD,Facility,F,VIC,1688147,468930,101,787.0,888,0.0,On,NEM,Wind,-,2023
AWF AUS HOLD OP CO PTY LTD,Corporate Total,C,-,1688147,468930,101,787.0,888,,-,-,-,-,2023
BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,F,VIC,1154820,320783,40,619.0,659,0.0,On,NEM,Wind,-,2023
BALD HILLS WF HOLDINGS PTY LTD,Corporate Total,C,-,1154820,320783,40,619.0,659,,-,-,-,-,2023
BANPU AUSTRALIA CO. PTY LTD,Beryl Solar Farm,F,NSW,694181,192828,52,563.0,615,0.0,On,NEM,Solar,-,2023
BANPU AUSTRALIA CO. PTY LTD,Manildra Solar Farm,F,NSW,171166,47546,21,148.0,169,0.0,On,NEM,Solar,-,2023
BANPU AUSTRALIA CO. PTY LTD,Corporate Total,C,-,865347,240374,73,711.0,784,,-,-,-,-,2023
BEI WWF PTY LTD,Warradarge Wind Farm,F,WA,2267764,629934,178,522.0,700,0.0,On,SWIS,Wind,-,2023
BEI WWF PTY LTD,Corporate Total,C,-,2267764,629934,178,522.0,700,,-,-,-,-,2023
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Gullen Solar Pty Ltd,F,NSW,71346,19818,3,34.0,37,0.0,On,NEM,Solar,-,2023
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,F,NSW,1443378,400938,56,421.0,477,0.0,On,NEM,Wind,-,2023
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Newtricity Developments Biala Pty Ltd,F,NSW,1170551,325153,24,1232.0,1256,0.0,On,NEM,Wind,-,2023
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Corporate Total,C,-,2685275,745910,83,1687.0,1770,,-,-,-,-,2023
BHP GROUP LIMITED,Yarnima Power Station,F,WA,2900898,805805,347643,0.0,347643,0.43,Off,Off-grid,Gas,-,2023
BHP GROUP LIMITED,Corporate Total,C,-,2900898,805805,347643,0.0,347643,,-,-,-,-,2023
BLUEWATERS POWER 1 PTY LTD,Bluewaters Power 1,F,WA,5463442,1517623,1352311,900.0,1353211,0.89,On,SWIS,Black Coal,-,2023
BLUEWATERS POWER 1 PTY LTD,Corporate Total,C,-,5463442,1517623,1352311,900.0,1353211,,-,-,-,-,2023
BLUEWATERS POWER 2 PTY LTD,Bluewaters Power 2,F,WA,4933350,1370375,1238252,1835.0,1240087,0.9,On,SWIS,Black Coal,-,2023
BLUEWATERS POWER 2 PTY LTD,Corporate Total,C,-,4933350,1370375,1238252,1835.0,1240087,,-,-,-,-,2023
C S ENERGY LIMITED,Callide B Power Station,F,QLD,15384428,4273452,4004358,23803.0,4028161,0.94,On,NEM,Black Coal,-,2023
C S ENERGY LIMITED,Callide C Power Station,F,QLD,2817641,782678,675798,12240.0,688038,0.86,On,NEM,Black Coal,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times. C S ENERGY LIMITED and GENUITY PTY LTD, have each included the same data for the Callide C Power Station in their NGER reports.",2023
C S ENERGY LIMITED,Chinchilla BESS,F,QLD,0,0,0,0.0,0,0.0,On,NEM,Battery,-,2023
C S ENERGY LIMITED,Kogan Creek Power Station,F,QLD,19721081,5478078,4520575,1897.0,4522472,0.83,On,NEM,Black Coal,-,2023
C S ENERGY LIMITED,Corporate Total,C,-,37923150,10534208,9200731,37940.0,9238671,,-,-,-,-,2023
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Canunda Wind Farm,F,SA,350736,97427,17,95.0,112,0.0,On,NEM,Wind,-,2023
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Corporate Total,C,-,350736,97427,17,95.0,112,,-,-,-,-,2023
CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,555953,154431,4722,1676.0,6398,0.03,On,NEM,Wood,-,2023
CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,523700,145472,3943,1607.0,5550,0.03,On,NEM,Wood,-,2023
CAPE BYRON MANAGEMENT PTY LTD,Corporate Total,C,-,1079653,299904,8665,3283.0,11948,,-,-,-,-,2023
CBWF HOLDINGS PTY LIMITED,Facility,F,VIC,265764,73823,27,83.0,110,0.0,On,NEM,Wind,-,2023
CBWF HOLDINGS PTY LIMITED,Corporate Total,C,-,265764,73823,27,83.0,110,,-,-,-,-,2023
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,F,NSW,1559750,433264,58,398.0,456,0.0,On,NEM,Wind,-,2023
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,Corporate Total,C,-,1559750,433264,58,398.0,456,,-,-,-,-,2023
CHERRY TREE HOLD CO PTY LTD,Cherry Tree Wind Farm Pty Ltd,F,VIC,634818,176338,20,451.0,471,0.0,On,NEM,Wind,-,2023
CHERRY TREE HOLD CO PTY LTD,Corporate Total,C,-,634818,176338,20,451.0,471,,-,-,-,-,2023
HOCHTIEF AUSTRALIA HOLDINGS LIMITED,Glenrowan Solar Farm Pty Ltd,F,VIC,311418,86505,5,838.0,843,0.0,On,NEM,Solar,-,2023
HOCHTIEF AUSTRALIA HOLDINGS LIMITED,Corporate Total,C,-,311418,86505,5,838.0,843,,-,-,-,-,2023
CLARE SOLAR FARM HOLDINGS PTY LTD,Clare Solar Farm,F,QLD,546410,151781,65,706.0,771,0.0,On,NEM,Solar,-,2023
CLARE SOLAR FARM HOLDINGS PTY LTD,Corporate Total,C,-,546410,151781,65,706.0,771,,-,-,-,-,2023
CLEANCO QUEENSLAND LIMITED,Barron Gorge Power Station,F,QLD,337936,93871,239,614.0,853,0.0,On,NEM,Hydro,-,2023
CLEANCO QUEENSLAND LIMITED,Kareeya Power Station,F,QLD,2114115,587254,101,1402.0,1503,0.0,On,NEM,Hydro,-,2023
CLEANCO QUEENSLAND LIMITED,Swanbank E Power Station,F,QLD,2338074,649465,253770,4340.0,258110,0.39,On,NEM,Gas,-,2023
CLEANCO QUEENSLAND LIMITED,Wivenhoe Power Station,F,QLD,2275772,632159,16,684673.0,684689,0.0,On,NEM,Hydro,-,2023
CLEANCO QUEENSLAND LIMITED,Corporate Total,C,-,7065897,1962749,254126,691029.0,945155,,-,-,-,-,2023
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,F,NSW,314065,87240,14,82.0,96,0.0,On,NEM,Wind,-,2023
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,314065,87240,14,82.0,96,,-,-,-,-,2023
CWF HOLDINGS PTY LTD,Collgar Wind Farm,F,WA,2306166,640602,164,821.0,985,0.0,On,SWIS,Wind,-,2023
CWF HOLDINGS PTY LTD,Corporate Total,C,-,2306166,640602,164,821.0,985,,-,-,-,-,2023
DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Royalla Solar Farm,F,ACT,122875,34132,0,148.0,148,0.0,On,NEM,Solar,-,2023
