Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment,_query,latitude,longitude,geocode_status,formatted_address
SRPVQL30,BUPA Runaway Bay 51kWp,QLD,0.051,4216,Solar,18/03/2016,Unsuspended,0,,"BUPA Runaway Bay 51kWp, QLD, 4216, Australia",-27.9155657,153.3865198,OK,"376 Pine Ridge Rd, Runaway Bay QLD 4216, Australia"
SRPVVC31,BUPA Echuca 61kWp,VIC,0.061,3564,Solar,18/03/2016,Unsuspended,0,,"BUPA Echuca 61kWp, VIC, 3564, Australia",-36.1542778,144.7319946,OK,"7 Fehring Ln, Echuca VIC 3564, Australia"
SRPVNS50,BUPA Bankstown 76kWp,NSW,0.076,2199,Solar,18/03/2016,Unsuspended,0,,"BUPA Bankstown 76kWp, NSW, 2199, Australia",-33.9112454,151.0258493,OK,"Bupa Bankstown, 82 Allum St, Yagoona NSW 2199, Australia"
SRPVNS51,BUPA Ballina 81kWp,NSW,0.081,2478,Solar,18/03/2016,Unsuspended,0,,"BUPA Ballina 81kWp, NSW, 2478, Australia",-28.8415422,153.567153,OK,"148 N Creek Rd, Ballina NSW 2478, Australia"
SRPVVC29,BUPA Portland 87kWp,VIC,0.087,3305,Solar,18/03/2016,Unsuspended,0,,"BUPA Portland 87kWp, VIC, 3305, Australia",-38.363427,141.6149647,OK,"Bupa Portland, 83 Wellington Rd, Portland VIC 3305, Australia"
SRPVVC32,BUPA Bendigo 120kWp,VIC,0.12,3550,Solar,18/03/2016,Unsuspended,0,,"BUPA Bendigo 120kWp, VIC, 3550, Australia",-36.7349311,144.280983,OK,"Bupa Bendigo, 208 Holdsworth Rd, North Bendigo VIC 3550, Australia"
SRPVVC30,BUPA Templestowe,VIC,0.199,3106,Solar,18/03/2016,Unsuspended,0,,"BUPA Templestowe, VIC, 3106, Australia",-37.7676245,145.15364,OK,"222 Serpells Rd, Templestowe VIC 3106, Australia"
SRPVNS49,BUPA Sutherland 50kWp,NSW,0.05,2232,Solar,15/03/2016,Unsuspended,0,,"BUPA Sutherland 50kWp, NSW, 2232, Australia",-34.0304912,151.0661045,OK,"42 Auburn St, Sutherland NSW 2232, Australia"
SRPVVC34,BUPA Wodonga 100kWp,VIC,0.1,3690,Solar,15/03/2016,Unsuspended,0,,"BUPA Wodonga 100kWp, VIC, 3690, Australia",-36.1162686,146.8669309,OK,"Unit 11/19 Melrose Dr, West Wodonga VIC 3690, Australia"
SRPVVC27,BUPA Mildura 150kWp,VIC,0.15,3500,Solar,15/03/2016,Unsuspended,0,,"BUPA Mildura 150kWp, VIC, 3500, Australia",-34.2097194,142.1343895,OK,"514 Deakin Ave, Mildura VIC 3500, Australia"
SRPVNS48,BUPA Pottsville 175kWp,NSW,0.175,2489,Solar,15/03/2016,Unsuspended,0,,"BUPA Pottsville 175kWp, NSW, 2489, Australia",-28.3866741,153.5541012,OK,"41-51 Ballina St, Pottsville NSW 2489, Australia"
SRPVVC28,BUPA Traralgon 200kWp,VIC,0.2,3844,Solar,15/03/2016,Unsuspended,0,,"BUPA Traralgon 200kWp, VIC, 3844, Australia",-38.1795671,146.5509492,OK,"96 Park Ln, Traralgon VIC 3844, Australia"
SRPVQL26,Freecor7MainPIA - Solar - QLD,QLD,0.013,4655,Solar,8/03/2016,Suspended,0,,"Freecor7MainPIA - Solar - QLD, QLD, 4655, Australia",-25.2965245,152.8235456,OK,"Urangan QLD 4655, Australia"
SRPVQL25,Freecor13GatewayTIN - Solar  - QLD,QLD,0.0135,4650,Solar,8/03/2016,Suspended,0,,"Freecor13GatewayTIN - Solar  - QLD, QLD, 4650, Australia",-25.5350235,152.695998,OK,"Maaroom QLD 4650, Australia"
SRPVQL27,Freecor11GatewayTIN - Solar - QLD,QLD,0.04,4650,Solar,8/03/2016,Suspended,0,,"Freecor11GatewayTIN - Solar - QLD, QLD, 4650, Australia",-25.5350235,152.695998,OK,"Maaroom QLD 4650, Australia"
SRPVQL28,Freecor2BauhiniaKAW - Solar - QLD,QLD,0.04,4655,Solar,8/03/2016,Unsuspended,0,,"Freecor2BauhiniaKAW - Solar - QLD, QLD, 4655, Australia",-25.2965245,152.8235456,OK,"Urangan QLD 4655, Australia"
HYMCTA06,Weasel Plains Micro-Hydro - TAS,TAS,0.2,7030,Hydro,3/03/2016,Unsuspended,0,,"Weasel Plains Micro-Hydro - TAS, TAS, 7030, Australia",-42.26796299999999,146.9954699,OK,"Weasel Plains, 3236 Highland Lakes Rd, Bothwell TAS 7030, Australia"
SRPVVC35,CRG Logistics - Solar - VIC,VIC,0.3,3029,Solar,2/03/2016,Unsuspended,0,,"CRG Logistics - Solar - VIC, VIC, 3029, Australia",-37.8175178,144.7397309,OK,"36-38 Permas Way, Truganina VIC 3029, Australia"
SRPVSA10,Renmark Self Storage - Solar - SA,SA,0.18,5341,Solar,29/02/2016,Unsuspended,0,,"Renmark Self Storage - Solar - SA, SA, 5341, Australia",-34.17988,140.7508371,OK,"LOT 97 Eighteenth St, Renmark SA 5341, Australia"
WD00VC23,Coonooer Bridge Wind Farm - VIC,VIC,19.8,3477,Wind,29/02/2016,Unsuspended,0,,"Coonooer Bridge Wind Farm - VIC, VIC, 3477, Australia",-36.4746908,143.3152227,OK,"Coonooer Bridge VIC 3477, Australia"
SRPVNS46,MOREE SOLAR FARM,NSW,56.0,2400,Solar,22/02/2016,Unsuspended,0,,"MOREE SOLAR FARM, NSW, 2400, Australia",-29.56119339999999,149.8624335,OK,"4 Barton Plains Rd, Moree NSW 2400, Australia"
SRPVNS53,Australia Post Strawberry Hills Solar - NSW,NSW,0.284,2016,Solar,16/02/2016,Unsuspended,0,,"Australia Post Strawberry Hills Solar - NSW, NSW, 2016, Australia",-33.8899433,151.2048422,OK,"219-241 Cleveland St, Redfern NSW 2016, Australia"
SRPVNS47,Ballina Waste Water Treatment Plant - Solar - NSW,NSW,0.3,2478,Solar,19/01/2016,Suspended,0,,"Ballina Waste Water Treatment Plant - Solar - NSW, NSW, 2478, Australia",-28.8627985,153.5658162,OK,"Ballina NSW 2478, Australia"
SRPVQL24,Condabilla Fish Solar - QLD,QLD,0.144,4413,Solar,18/01/2016,Unsuspended,0,,"Condabilla Fish Solar - QLD, QLD, 4413, Australia",-26.8672238,150.3786278,OK,"4412 Kogan Condamine Road Chinchilla, Crossroads QLD 4413, Australia"
SRPVWA21,Watershed Premium Wines Ltd Solar,WA,0.15,6285,Solar,14/01/2016,Unsuspended,0,,"Watershed Premium Wines Ltd Solar, WA, 6285, Australia",-34.0060747,115.3311689,OK,"Rosa Glen WA 6285, Australia"
SRPVVC26,Ballarat Holden Solar - VIC,VIC,0.14,3355,Solar,23/12/2015,Unsuspended,0,,"Ballarat Holden Solar - VIC, VIC, 3355, Australia",-37.5254742,143.8093703,OK,"291/299 Learmonth Rd, Wendouree VIC 3355, Australia"
SRPVAC08,Amaroo Solar - ACT,ACT,0.6,2914,Solar,23/12/2015,Unsuspended,0,,"Amaroo Solar - ACT, ACT, 2914, Australia",-35.1673625,149.1279073,OK,"Amaroo ACT 2914, Australia"
BEBGWA13,Jandakot Biogass- WA,WA,2.4,6164,Biomass,22/12/2015,Unsuspended,0,,"Jandakot Biogass- WA, WA, 6164, Australia",-32.1064722,115.8610076,OK,"Jandakot WA 6164, Australia"
SRPVVC24,Mazenod College Solar - VIC,VIC,0.1598,3170,Solar,18/12/2015,Unsuspended,0,,"Mazenod College Solar - VIC, VIC, 3170, Australia",-37.9152786,145.1653466,OK,"5 Kernot Ave, Mulgrave VIC 3170, Australia"
SRPVAC09,Hedley Beare Centre -Solar - ACT,ACT,0.176,2611,Solar,17/12/2015,Unsuspended,0,,"Hedley Beare Centre -Solar - ACT, ACT, 2611, Australia",-35.3492472,149.0490294,OK,"51 Fremantle Dr, Stirling ACT 2611, Australia"
SRPVWA20,Yungngora Solar - WA,WA,0.2,6765,Solar,17/12/2015,Unsuspended,0,,"Yungngora Solar - WA, WA, 6765, Australia",-18.5015925,124.8277277,OK,"Yungngora, Mount Hardman WA 6765, Australia"
SRPVVC25,Masalki Cool Stores Solar - VIC,VIC,0.5006,3631,Solar,16/12/2015,Unsuspended,0,,"Masalki Cool Stores Solar - VIC, VIC, 3631, Australia",-36.3450323,145.4160015,OK,"255 Verney Rd, Grahamvale VIC 3631, Australia"
SRPVQL23,Freecor Stanfast - Solar - QLD,QLD,0.03,4650,Solar,8/12/2015,Suspended,0,,"Freecor Stanfast - Solar - QLD, QLD, 4650, Australia",-25.5573387,152.6704429,OK,"206 Gympie Rd, Tinana QLD 4650, Australia"
SRPVNS45,Mater Dei School Solar - NSW,NSW,0.1527,2570,Solar,8/12/2015,Unsuspended,0,,"Mater Dei School Solar - NSW, NSW, 2570, Australia",-34.023682,150.6970868,OK,"229 Macquarie Grove Rd, Cobbitty NSW 2570, Australia"
SRPVNS44,IKEA Tempe - Solar - NSW,NSW,0.99,2044,Solar,8/12/2015,Suspended,0,,"IKEA Tempe - Solar - NSW, NSW, 2044, Australia",-33.9211712,151.1662072,OK,"IKEA Tempe, Princes Hwy, Tempe NSW 2044, Australia"
WD00VC22,Cookers Oil Wind - Vic,VIC,0.015,3030,Wind,1/12/2015,Unsuspended,0,,"Cookers Oil Wind - Vic, VIC, 3030, Australia",-37.80921379999999,144.7554319,OK,"23 Derrimut Dr, Derrimut VIC 3026, Australia"
SRPVNS40,Tyrrell's Ground Mount Solar - Pokolbin - NSW,NSW,0.25,2320,Solar,24/11/2015,Unsuspended,0,,"Tyrrell's Ground Mount Solar - Pokolbin - NSW, NSW, 2320, Australia",-32.7728332,151.2729394,OK,"1838 Broke Rd, Pokolbin NSW 2320, Australia"
BEBGQL23,Dakabin LFG-QLD,QLD,2.12,4503,Biomass,23/11/2015,Unsuspended,0,,"Dakabin LFG-QLD, QLD, 4503, Australia",-27.2267702,152.9825314,OK,"Dakabin QLD 4503, Australia"
SRPVQL22,Gatton Solar Research Facility,QLD,3.528,4343,Solar,20/11/2015,Unsuspended,0,,"Gatton Solar Research Facility, QLD, 4343, Australia",-27.5596663,152.3404187,OK,"Lawes QLD 4343, Australia"
SRPVNS41,LMCC Administrative Centre - Solar - NSW,NSW,0.3763,2284,Solar,12/11/2015,Unsuspended,0,,"LMCC Administrative Centre - Solar - NSW, NSW, 2284, Australia",-32.9524472,151.6187438,OK,"Teralba NSW 2284, Australia"
SRPVNT17,Woolworths Coolalinga - Solar - NT,NT,0.2978,839,Solar,10/11/2015,Unsuspended,0,,"Woolworths Coolalinga - Solar - NT, NT, 839, Australia",-12.524874,131.0426478,OK,"445 Stuart Hwy, Coolalinga NT 0839, Australia"
SRPVNS42,Cootamundra Oil Seed Solar - NSW,NSW,0.4687,2590,Solar,10/11/2015,Unsuspended,0,,"Cootamundra Oil Seed Solar - NSW, NSW, 2590, Australia",-34.6517971,148.0258368,OK,"126-142 Cowcumbla St, Cootamundra NSW 2590, Australia"
SRPVNS43,Murray Rose No5 - Solar - NSW,NSW,0.1305,2127,Solar,4/11/2015,Unsuspended,0,,"Murray Rose No5 - Solar - NSW, NSW, 2127, Australia",-33.8453596,151.0716998,OK,"Murray Rose Ave, Sydney Olympic Park NSW 2127, Australia"
SRPVQL21,Sunny Crumpton Solar - QLD,QLD,0.24,4610,Solar,2/11/2015,Unsuspended,0,,"Sunny Crumpton Solar - QLD, QLD, 4610, Australia",-26.488143,151.822826,OK,"35 Murphys Rd, Crawford QLD 4610, Australia"
SRPVWA19,Leeuwin Estate Solar - WA,WA,0.149,6286,Solar,27/10/2015,Unsuspended,0,,"Leeuwin Estate Solar - WA, WA, 6286, Australia",-34.013389,115.0656521,OK,"Stevens Rd, Witchcliffe WA 6286, Australia"
SRPVNS39,Bupa Tamworth - Todae Solar PV - NSW,NSW,0.0997,2340,Solar,23/10/2015,Suspended,0,,"Bupa Tamworth - Todae Solar PV - NSW, NSW, 2340, Australia",-31.0746517,150.929542,OK,"68-74 Bligh St, Tamworth NSW 2340, Australia"
SRPVNT16,Casuarina Square Solar PV System - NT,NT,1.2529,810,Solar,19/10/2015,Unsuspended,0,,"Casuarina Square Solar PV System - NT, NT, 810, Australia",-12.3750806,130.8811726,OK,"247 Trower Rd, Casuarina NT 0810, Australia"
SRPVWA18,Bossong Welshpool - Solar - WA,WA,0.15,6106,Solar,13/10/2015,Unsuspended,0,,"Bossong Welshpool - Solar - WA, WA, 6106, Australia",-31.9878768,115.9246597,OK,"189 Planet St, Welshpool WA 6106, Australia"
SRPVTA02,Australian Antarctic Division HQ Solar,TAS,0.279,7051,Solar,7/10/2015,Unsuspended,0,,"Australian Antarctic Division HQ Solar, TAS, 7051, Australia",-42.0409059,146.8087322,OK,"Tasmania, Australia"
SRPVNS38,Stockland Shellharbour - Solar - NSW,NSW,1.2175,2529,Solar,3/09/2015,Unsuspended,0,,"Stockland Shellharbour - Solar - NSW, NSW, 2529, Australia",-34.5631869,150.8393072,OK,"211 Lake Entrance Rd, Shellharbour City Centre NSW 2529, Australia"
SRPVQL20,Brisbane Markets - Solar - QLD,QLD,5.1042,4106,Solar,3/09/2015,Unsuspended,0,,"Brisbane Markets - Solar - QLD, QLD, 4106, Australia",-27.5342383,153.0039692,OK,"Brisbane Markets, 385 Sherwood Rd, Rocklea QLD 4106, Australia"
SRPVVC22,Toyota Motor Corporation Australia Altona - Solar - VIC,VIC,0.5,3025,Solar,2/09/2015,Unsuspended,0,,"Toyota Motor Corporation Australia Altona - Solar - VIC, VIC, 3025, Australia",-37.8388686,144.8346241,OK,"Altona North VIC 3025, Australia"
SRPVVC23,Complete Food Services Preston - Solar - VIC,VIC,0.2,3072,Solar,31/08/2015,Suspended,0,,"Complete Food Services Preston - Solar - VIC, VIC, 3072, Australia",-37.751586,145.0249745,OK,"45 Raglan St, Preston VIC 3072, Australia"
SRPVWA17,Amcap Distribution Welshpool - Solar - WA,WA,0.2,6106,Solar,18/08/2015,Unsuspended,0,,"Amcap Distribution Welshpool - Solar - WA, WA, 6106, Australia",-31.9929808,115.9402322,OK,"13-39 Pilbara St, Welshpool WA 6106, Australia"
SRPVNT15,Desert Knowledge Australia Solar Centre - NT,NT,0.1161,870,Solar,12/08/2015,Unsuspended,0,,"Desert Knowledge Australia Solar Centre - NT, NT, 870, Australia",-23.761841,133.874934,OK,"475 Stuart Hwy, Kilgariff NT 0870, Australia"
SRPVNS36,Broken Hill Solar Plant - NSW,NSW,53.0,2880,Solar,22/07/2015,Unsuspended,0,,"Broken Hill Solar Plant - NSW, NSW, 2880, Australia",-31.9810692,141.3900911,OK,"Barrier Hwy, Broken Hill NSW 2880, Australia"
SRPVQL19,Emmanuel College Administration - Solar - QLD,QLD,0.1,4211,Solar,21/07/2015,Unsuspended,0,,"Emmanuel College Administration - Solar - QLD, QLD, 4211, Australia",-28.0165762,153.3697107,OK,"17 Birmingham Rd, Carrara QLD 4211, Australia"
SRPVNS37,IKEA Marsden Park - Solar - NSW,NSW,0.65,2765,Solar,16/07/2015,Unsuspended,0,,"IKEA Marsden Park - Solar - NSW, NSW, 2765, Australia",-33.718582,150.843074,OK,"1 Hollinsworth Rd, Marsden Park NSW 2765, Australia"
BEBGSA05,Bolivar Waste Water Treatment Plant - SA,SA,9.9,5110,Biomass,8/07/2015,Unsuspended,"4,722",This power station was generating electricity prior to 1 January 1997. Only annual generation above the baseline is eligible for LGCs.,"Bolivar Waste Water Treatment Plant - SA, SA, 5110, Australia",-34.7681808,138.5885314,OK,"9 Bolivar Interchange Connector Road, Bolivar SA 5110, Australia"
SRPVQL17,Weipa Solar Farm - QLD,QLD,1.6,4874,Solar,29/05/2015,Unsuspended,0,,"Weipa Solar Farm - QLD, QLD, 4874, Australia",-12.6492936,141.8469901,OK,"Weipa Town QLD, Australia"
SRPVQL18,IKEA Logan - Solar - QLD,QLD,0.741,4127,Solar,14/05/2015,Suspended,0,,"IKEA Logan - Solar - QLD, QLD, 4127, Australia",-27.6380283,153.1353377,OK,"3539-3565 Pacific Hwy, Slacks Creek QLD 4127, Australia"
SRPVNS35,UNSW Library - Solar - NSW,NSW,0.1142,2033,Solar,7/05/2015,Unsuspended,0,,"UNSW Library - Solar - NSW, NSW, 2033, Australia",-33.9174977,151.233451,OK,"Library (F21, Library Rd, Kensington NSW 2052, Australia"
SRPVVC21,IKEA Richmond - Solar - VIC,VIC,0.721,3121,Solar,17/04/2015,Suspended,0,,"IKEA Richmond - Solar - VIC, VIC, 3121, Australia",-37.8125149,145.011198,OK,"630 Victoria St, Richmond VIC 3121, Australia"
SRPVVC20,IKEA Springvale Solar - VIC,VIC,0.95,3171,Solar,17/04/2015,Suspended,0,,"IKEA Springvale Solar - VIC, VIC, 3171, Australia",-37.926799,145.143936,OK,"917 Princes Hwy, Springvale VIC 3171, Australia"
SRPVNS33,Rouse Hill Town Centre -Solar -NSW,NSW,0.35,2155,Solar,26/03/2015,Unsuspended,0,,"Rouse Hill Town Centre -Solar -NSW, NSW, 2155, Australia",-33.6916254,150.9252597,OK,"10/14 Market Ln, Rouse Hill NSW 2155, Australia"
SRPVNS34,Sydney Theatre Company Solar - NSW,NSW,0.382,2000,Solar,23/03/2015,Suspended,0,,"Sydney Theatre Company Solar - NSW, NSW, 2000, Australia",-33.8547363,151.2057037,OK,"The Wharf, 15 Hickson Rd, Dawes Point NSW 2000, Australia"
WD00VC21,Chepstowe Wind Farm - VIC,VIC,6.15,3351,Wind,23/03/2015,Unsuspended,0,,"Chepstowe Wind Farm - VIC, VIC, 3351, Australia",-37.5883172,143.5017139,OK,"Chepstowe VIC 3351, Australia"
SRPVNS31,Nyngan Solar Plant - NSW,NSW,102.0,2825,Solar,21/03/2015,Unsuspended,0,,"Nyngan Solar Plant - NSW, NSW, 2825, Australia",-31.5662057,147.0707349,OK,"Nyngan NSW 2825, Australia"
SRPVNS32,University of Wollongong - SBRC - Solar - NSW,NSW,0.1549,2500,Solar,2/03/2015,Unsuspended,0,,"University of Wollongong - SBRC - Solar - NSW, NSW, 2500, Australia",-34.4003174,150.8998294,OK,"Building 237, Innovation Campus, Squires Way, North Wollongong NSW 2500, Australia"
WD00VC20,Bald Hills Wind Farm - VIC,VIC,106.6,3956,Wind,24/02/2015,Unsuspended,0,,"Bald Hills Wind Farm - VIC, VIC, 3956, Australia",-38.7478299,145.9494813,OK,"Tarwin Lower VIC 3956, Australia"
SRPVSA09,Peter Lehmann Wines - Solar - SA,SA,0.125,5352,Solar,18/02/2015,Unsuspended,0,,"Peter Lehmann Wines - Solar - SA, SA, 5352, Australia",-34.5062769,138.967706,OK,"Para Rd, Tanunda SA 5352, Australia"
SRPVWA15,CKB Oasis Recreation Centre Solar - WA,WA,0.1375,6432,Solar,16/01/2015,Unsuspended,0,,"CKB Oasis Recreation Centre Solar - WA, WA, 6432, Australia",-30.776772,121.4680711,OK,"99 Johnston St, Somerville WA 6430, Australia"
SRPVWA16,CKB Wastewater Treatment Plant Solar - WA,WA,0.15,6432,Solar,16/01/2015,Unsuspended,0,,"CKB Wastewater Treatment Plant Solar - WA, WA, 6432, Australia",-30.7876854,121.4970294,OK,"Fimiston WA 6432, Australia"
WD00NS11,Taralga Wind Farm - NSW,NSW,106.8,2580,Wind,22/12/2014,Unsuspended,0,,"Taralga Wind Farm - NSW, NSW, 2580, Australia",-34.4237104,149.8258649,OK,"Old Showground Rd, Taralga NSW 2580, Australia"
SRPVWA14,Mitchell Foods Canning Vale Solar - WA,WA,0.2,6155,Solar,17/12/2014,Unsuspended,0,,"Mitchell Foods Canning Vale Solar - WA, WA, 6155, Australia",-32.0887424,115.9177846,OK,"Canning Vale WA 6155, Australia"
WD00VC19,Cape Nelson North Wind Farm - VIC,VIC,22.55,3305,Wind,10/12/2014,Unsuspended,0,,"Cape Nelson North Wind Farm - VIC, VIC, 3305, Australia",-38.3847417,141.5650449,OK,"Cape Nelson Rd, Victoria 3305, Australia"
SRPVNS30,Soldiers Point - Solar w SGU - NSW,NSW,0.2743,2317,Solar,21/11/2014,Unsuspended,0,,"Soldiers Point - Solar w SGU - NSW, NSW, 2317, Australia",-32.7043822,152.0652722,OK,"Soldiers Point NSW 2317, Australia"
SRPVNT14,Alice Springs Airport Carpark Solar - NT,NT,0.6513,870,Solar,21/11/2014,Unsuspended,0,,"Alice Springs Airport Carpark Solar - NT, NT, 870, Australia",-23.8012032,133.9046224,OK,"Connellan NT 0873, Australia"
SRPVVC18,Mars Chocolate Australia Solar - VIC,VIC,0.21,3355,Solar,10/11/2014,Suspended,0,,"Mars Chocolate Australia Solar - VIC, VIC, 3355, Australia",-37.5357224,143.803059,OK,"116 Ring Rd, Wendouree VIC 3350, Australia"
BEBGQL21,Darling Downs Agricultural Waste - QLD,QLD,0.25,4356,Biomass,5/11/2014,Suspended,0,,"Darling Downs Agricultural Waste - QLD, QLD, 4356, Australia",-27.6233205,151.5603244,OK,"North Branch QLD 4356, Australia"
SRPVWA13,Bidvest Bibra Lake Solar - WA,WA,0.29,6163,Solar,5/11/2014,Unsuspended,0,,"Bidvest Bibra Lake Solar - WA, WA, 6163, Australia",-32.1071299,115.8072672,OK,"Bibra Lake WA 6163, Australia"
SRPVVC19,Kane Road Wodonga Solar - VIC,VIC,0.1987,3690,Solar,24/10/2014,Unsuspended,0,,"Kane Road Wodonga Solar - VIC, VIC, 3690, Australia",-36.1194609,146.90235,OK,"Kane Rd, Wodonga VIC 3690, Australia"
SRPVVC17,Springvale Botanical Cemetery Solar - VIC,VIC,0.1336,3171,Solar,14/10/2014,Suspended,0,,"Springvale Botanical Cemetery Solar - VIC, VIC, 3171, Australia",-37.946001,145.175793,OK,"Springvale Botanical Cemetery, 600 Princes Hwy, Springvale VIC 3171, Australia"
HYMCTA05,Herrick Micro Hydro - TAS,TAS,0.9,7264,Hydro,8/10/2014,Unsuspended,0,,"Herrick Micro Hydro - TAS, TAS, 7264, Australia",-41.1016065,147.8795122,OK,"Herrick TAS 7264, Australia"
WD00VC18,Cape Sir William Grant Wind Farm - VIC,VIC,24.6,3305,Wind,24/09/2014,Unsuspended,0,,"Cape Sir William Grant Wind Farm - VIC, VIC, 3305, Australia",-38.3644104,141.6251525,OK,"Portland West VIC 3305, Australia"
SRPVVC16,Lago Smallgoods Solar - VIC,VIC,0.3,3047,Solar,15/09/2014,Unsuspended,0,,"Lago Smallgoods Solar - VIC, VIC, 3047, Australia",-37.6782943,144.9404061,OK,"14 Military Rd, Broadmeadows VIC 3047, Australia"
SRPVNS29,Menai High School Solar - Illawong - NSW,NSW,0.085,2234,Solar,11/09/2014,Suspended,0,,"Menai High School Solar - Illawong - NSW, NSW, 2234, Australia",-34.002613,151.0238494,OK,"40 Gerald Rd, Illawong NSW 2234, Australia"
SRPVVC15,Investec Elizabeth Street Solar - VIC,VIC,0.1622,3121,Solar,4/09/2014,Unsuspended,0,,"Investec Elizabeth Street Solar - VIC, VIC, 3121, Australia",-37.8113996,144.995815,OK,"Elizabeth St, Richmond VIC 3121, Australia"
WD00NS10,Boco Rock Wind Farm - NSW,NSW,113.18,2630,Wind,1/09/2014,Unsuspended,0,,"Boco Rock Wind Farm - NSW, NSW, 2630, Australia",-36.5769554,149.125867,OK,"Avon Lake Rd, Springfield NSW 2630, Australia"
SRPVQL16,Goonoo Feed Mill Solar - QLD,QLD,0.099,4702,Solar,1/08/2014,Suspended,0,,"Goonoo Feed Mill Solar - QLD, QLD, 4702, Australia",-23.7260053,148.5354127,OK,"Comet QLD 4702, Australia"
SRPVSA08,Roseworthy Solar - SA,SA,0.184,5371,Solar,1/08/2014,Unsuspended,0,,"Roseworthy Solar - SA, SA, 5371, Australia",-34.5341167,138.7468836,OK,"Roseworthy SA 5371, Australia"
SRPVNS28,Giffnock Avenue Macquarie Park Solar - NSW,NSW,0.196,2113,Solar,31/07/2014,Unsuspended,0,,"Giffnock Avenue Macquarie Park Solar - NSW, NSW, 2113, Australia",-33.7835581,151.1240244,OK,"Giffnock Ave, Macquarie Park NSW 2113, Australia"
SRPVVC13,Ultra Plas Springvale - Solar - VIC,VIC,0.282,3171,Solar,30/07/2014,Unsuspended,0,,"Ultra Plas Springvale - Solar - VIC, VIC, 3171, Australia",-37.9386474,145.141053,OK,"34 Westall Rd, Springvale VIC 3171, Australia"
SRPVVC14,TT Steel Solar - VIC,VIC,0.5,3026,Solar,25/07/2014,Unsuspended,0,,"TT Steel Solar - VIC, VIC, 3026, Australia",-37.8294185,144.7796581,OK,"Derrimut VIC 3026, Australia"
BEBGNS29,Hunter Water Cessnock Cogeneration - Sewage Gas - NSW,NSW,0.065,2325,Biomass,21/07/2014,Unsuspended,0,,"Hunter Water Cessnock Cogeneration - Sewage Gas - NSW, NSW, 2325, Australia",-32.8321587,151.3558797,OK,"Cessnock NSW 2325, Australia"
HYMCTA04,Deloraine Micro Hydro - TAS,TAS,0.03,7304,Hydro,20/07/2014,Unsuspended,0,,"Deloraine Micro Hydro - TAS, TAS, 7304, Australia",-41.5240518,146.6528542,OK,"Deloraine TAS 7304, Australia"
BEBMQL30,Visy Paper Gibson Island Biomass - QLD,QLD,2.2,4172,Biomass,1/07/2014,Unsuspended,0,,"Visy Paper Gibson Island Biomass - QLD, QLD, 4172, Australia",-27.4424209,153.1133575,OK,"168 Paringa Rd, Murarrie QLD 4172, Australia"
HYMCTA03,Humboldt Micro Hydro Maydena - TAS,TAS,0.56,7140,Hydro,23/06/2014,Unsuspended,0,,"Humboldt Micro Hydro Maydena - TAS, TAS, 7140, Australia",-42.7552533,146.6265164,OK,"Maydena TAS 7140, Australia"
SRPVVC12,Piangil Solar - VIC,VIC,0.5752,3597,Solar,18/06/2014,Unsuspended,0,,"Piangil Solar - VIC, VIC, 3597, Australia",-35.0539222,143.3119823,OK,"Piangil VIC 3597, Australia"
BEBGQL22,Lundavra Biogas - Agricultural Waste - QLD,QLD,0.782,4390,Biomass,16/06/2014,Unsuspended,0,,"Lundavra Biogas - Agricultural Waste - QLD, QLD, 4390, Australia",-28.0376505,150.0152237,OK,"Lundavra QLD, Australia"
SRPVNS27,Sydney Markets Flemington Solar - NSW,NSW,3.101,2140,Solar,16/06/2014,Unsuspended,0,,"Sydney Markets Flemington Solar - NSW, NSW, 2140, Australia",-33.863152,151.0718821,OK,"Sydney Markets, 250-318 Parramatta Rd, Homebush West NSW 2140, Australia"
SRPVAC07,Nishi Solar - ACT,ACT,0.4022,2601,Solar,28/05/2014,Suspended,0,,"Nishi Solar - ACT, ACT, 2601, Australia",-35.28512449999999,149.1231018,OK,"Nishi, Canberra ACT 2601, Australia"
SRPVVC11,Oxley Stadium and College Solar - VIC,VIC,0.4,3116,Solar,20/05/2014,Unsuspended,0,,"Oxley Stadium and College Solar - VIC, VIC, 3116, Australia",-37.7633333,145.3019444,OK,"Old Melbourne Rd, Chirnside Park VIC 3116, Australia"
HYMITA10,Midlands Mini Hydro - TAS,TAS,6.078,7209,Hydro,16/05/2014,Unsuspended,0,,"Midlands Mini Hydro - TAS, TAS, 7209, Australia",-42.101126,147.6020553,OK,"Tooms Lake TAS 7209, Australia"
SRPVNS25,Olympic Plaza Solar - NSW,NSW,0.1313,2127,Solar,9/05/2014,Unsuspended,0,,"Olympic Plaza Solar - NSW, NSW, 2127, Australia",-33.8480814,151.0668377,OK,"Olympic Blvd, Sydney Olympic Park NSW 2127, Australia"
SRPVNS26,Walla Walla Solar Farm - NSW,NSW,0.226,2659,Solar,6/05/2014,Unsuspended,0,,"Walla Walla Solar Farm - NSW, NSW, 2659, Australia",-35.7653718,146.9010824,OK,"Walla Walla NSW 2659, Australia"
